Division,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,when,location,track,championship
8.0,Fire-Drakes Alien,WildRunners Wonders,19.5,L,27.5,Tami,0.16,4.19,Relí,0.2,4.69,Grace,0.18,5.43,Lizz,0.43,4.21,2023-10-15 13:17:27,Vodňany,4,cz
8.0,WildRunners Wonders,Fire-Drakes Alien,19.86,W,15.0,Rex,0.17,4.78,Hank,0.14,4.45,Hector,0.16,3.99,Gordon,error,6.17,2023-10-15 13:17:27,Vodňany,5,cz
8.0,Fire-Drakes Alien,WildRunners Wonders,20.61,W,27.5,Tami,0.17,4.28,Relí,0,5.68,Grace,0.47,5.47,Lizz,0.18,4.37,2023-10-15 13:19:01,Vodňany,4,cz
8.0,WildRunners Wonders,Fire-Drakes Alien,20.27,L,15.0,Rex,0.12,4.87,Hank,0,4.6,Hector,error,4.15,Gordon,0.24,6.29,2023-10-15 13:19:01,Vodňany,5,cz
8.0,FUNatic Jumpers,Hop Trop SPRINTERS,19.71,W,15.0,Pepina,0.1,4.47,Gina,0,5.25,Hanneli,0.21,4.33,Merlin,0.16,5.2,2023-10-15 13:23:53,Vodňany,4,cz
8.0,Hop Trop SPRINTERS,FUNatic Jumpers,20.35,L,17.5,Dori,0.1,4.11,DeeVee,0.39,4.9,Sheena,0.29,4.57,Bridget,0.84,5.16,2023-10-15 13:23:53,Vodňany,5,cz
8.0,FUNatic Jumpers,Hop Trop SPRINTERS,20.05,W,15.0,Pepina,0.06,4.46,Gina,0.2,5.04,Hanneli,0.24,4.34,Merlin,0.54,5.18,2023-10-15 13:25:06,Vodňany,4,cz
8.0,Hop Trop SPRINTERS,FUNatic Jumpers,21.31,L,17.5,Dori,0.12,4.11,DeeVee,0.4,4.92,Sheena,error,4.6,Bridget,2.07,5.1,2023-10-15 13:25:06,Vodňany,5,cz
8.0,FUNatic Jumpers,Hop Trop SPRINTERS,19.5,W,15.0,Pepina,0.1,4.47,Gina,0,5.04,Hanneli,0.25,4.47,Merlin,0,5.18,2023-10-15 13:26:28,Vodňany,4,cz
8.0,Hop Trop SPRINTERS,FUNatic Jumpers,19.87,L,17.5,Dori,0.07,4.1,DeeVee,0,4.92,Sheena,0.32,4.68,Bridget,0.74,5.05,2023-10-15 13:26:28,Vodňany,5,cz
5.0,Hellodogs New Generation,BEAST in Orange,17.9,W,17.5,Cherry,0.06,3.92,Bella,0.42,4.17,Shelby,0,4.6,Firgi,0,4.74,2023-10-15 13:31:00,Vodňany,4,cz
5.0,BEAST in Orange,Hellodogs New Generation,18.36,L,20.0,Nola,0.07,4.03,Zoey,0.18,4.27,Blizzard,0.17,5.43,Leen,0,4.22,2023-10-15 13:31:00,Vodňany,5,cz
5.0,Hellodogs New Generation,BEAST in Orange,18.07,W,17.5,Cherry,0.1,3.99,Bella,0.24,4.18,Shelby,0.13,4.52,Firgi,0,4.92,2023-10-15 13:32:20,Vodňany,4,cz
5.0,BEAST in Orange,Hellodogs New Generation,18.17,L,20.0,Nola,0.03,4.08,Zoey,0,4.46,Blizzard,0,5.53,Leen,,ran in,2023-10-15 13:32:20,Vodňany,5,cz
5.0,Hellodogs New Generation,BEAST in Orange,18.13,W,17.5,Cherry,0.07,4.09,Bella,,4.36,Shelby,0,4.66,Firgi,0.21,4.73,2023-10-15 13:33:39,Vodňany,4,cz
5.0,BEAST in Orange,Hellodogs New Generation,18.13,L,20.0,Nola,0.05,4.15,Zoey,0,4.39,Blizzard,0,outside,Leen,,4.05,2023-10-15 13:33:39,Vodňany,5,cz
5.0,The Ultimates,JokerZ Fun,18.56,W,20.0,Oona,0.11,4.26,Kurti,0.21,5.11,Mäx,0,4.25,Zyra,0.35,4.28,2023-10-15 13:38:51,Vodňany,4,cz
5.0,JokerZ Fun,The Ultimates,18.02,L,17.5,Trufa,0.09,4.37,Kleo,,4.18,Taz,error,4.99,Zara,error,4.4,2023-10-15 13:38:51,Vodňany,5,cz
5.0,The Ultimates,JokerZ Fun,18.37,W,20.0,Oona,0.08,4.23,Kurti,0,5.17,Mäx,0,4.33,Zyra,0.25,4.31,2023-10-15 13:40:06,Vodňany,4,cz
5.0,JokerZ Fun,The Ultimates,27.77,L,17.5,Trufa,0.06,4.38,Kleo,0.2,4.08,Taz,0.17,5.04,Zara,0,4.71,2023-10-15 13:40:06,Vodňany,5,cz
5.0,The Ultimates,JokerZ Fun,18.85,L,20.0,Oona,0.11,4.25,Kurti,0.13,5.13,Mäx,error,4.25,Zyra,0.65,4.33,2023-10-15 13:41:13,Vodňany,4,cz
5.0,JokerZ Fun,The Ultimates,19.41,W,17.5,Trufa,0.16,5.13,Kleo,0.22,4.12,Taz,0,5.12,Zara,0.64,4.03,2023-10-15 13:41:13,Vodňany,5,cz
5.0,The Ultimates,JokerZ Fun,18.49,L,20.0,Oona,0.11,4.31,Kurti,0,5.3,Mäx,0,4.31,Zyra,0.15,4.32,2023-10-15 13:42:21,Vodňany,4,cz
5.0,JokerZ Fun,The Ultimates,17.85,W,17.5,Trufa,0.02,4.39,Kleo,0,4.19,Taz,0.22,5.07,Zara,0,3.96,2023-10-15 13:42:21,Vodňany,5,cz
5.0,The Ultimates,JokerZ Fun,18.37,L,27.5,Oona,0.13,4.38,Mäx,0.39,4.22,Rocky,0.15,4.37,Zyra,0.24,4.49,2023-10-15 13:44:07,Vodňany,4,cz
5.0,JokerZ Fun,The Ultimates,18.08,W,17.5,Trufa,0.1,4.42,Kleo,0.17,4.11,Taz,0.25,4.99,Zara,0.13,3.92,2023-10-15 13:44:07,Vodňany,5,cz
2.0,X-treme,RUNami A,16.53,W,25.0,Kerby,0.08,3.88,Nesi,0.13,3.96,Mína,0.12,3.85,Maze,0.57,3.93,2023-10-15 13:48:03,Vodňany,4,cz
2.0,RUNami A,X-treme,16.12,L,25.0,Fík,0.05,3.9,Black,0.13,3.85,Elia,error,4.16,Kody,0,4.03,2023-10-15 13:48:03,Vodňany,5,cz
2.0,X-treme,RUNami A,21.68,L,25.0,Kerby,0.17,3.89,Nesi,0,4.05,Mína,error,3.89,Maze,0.27,3.91,2023-10-15 13:49:21,Vodňany,4,cz
2.0,RUNami A,X-treme,20.87,W,25.0,Fík,0.05,3.92,Black,0,outside,Elia,,4.06,Kody,0.11,3.95,2023-10-15 13:49:21,Vodňany,5,cz
2.0,X-treme,RUNami A,16.13,W,25.0,Kerby,0.08,3.89,Nesi,0,4.05,Mína,0,4.02,Maze,0,4.1,2023-10-15 13:50:23,Vodňany,4,cz
2.0,RUNami A,X-treme,15.96,L,25.0,Fík,0.05,3.89,Black,0.14,3.91,Elia,-0.18,4.11,Kody,0,4.04,2023-10-15 13:50:23,Vodňany,5,cz
2.0,X-treme,RUNami A,16.82,W,25.0,Kerby,0.12,3.89,Nesi,0.27,3.93,Mína,0.33,3.89,Maze,0.38,4.02,2023-10-15 13:51:24,Vodňany,4,cz
2.0,RUNami A,X-treme,16.54,L,25.0,Fík,0.13,4.1,Black,,4,Elia,0,4.18,Kody,0.14,3.98,2023-10-15 13:51:24,Vodňany,5,cz
2.0,WildRunners dreamers,The Rebels Hardcore,15.85,W,27.5,Maggie,0.07,3.9,Sirius,0,3.99,Alfie,0,3.91,Tyna,0,3.99,2023-10-15 14:01:06,Vodňany,4,cz
2.0,The Rebels Hardcore,WildRunners dreamers,16.99,L,27.5,Finn,0.09,3.97,Baky,0,3.95,Foxy,0.15,4.03,Luna,0,4.81,2023-10-15 14:01:06,Vodňany,5,cz
2.0,WildRunners dreamers,The Rebels Hardcore,16.51,W,27.5,Maggie,0.05,3.98,Sirius,0,4.04,Alfie,0,3.96,Tyna,0.51,3.98,2023-10-15 14:02:17,Vodňany,4,cz
2.0,The Rebels Hardcore,WildRunners dreamers,16.19,L,27.5,Finn,0.06,4.02,Baky,0,3.94,Foxy,error,4.02,Luna,0.14,4.02,2023-10-15 14:02:17,Vodňany,5,cz
2.0,WildRunners dreamers,The Rebels Hardcore,16.32,W,27.5,Maggie,0.09,3.96,Sirius,0.14,4.03,Alfie,0.14,3.91,Tyna,0.11,3.94,2023-10-15 14:03:19,Vodňany,4,cz
2.0,The Rebels Hardcore,WildRunners dreamers,16.18,L,27.5,Finn,0.15,4.01,Baky,0,3.99,Foxy,0,4.05,Luna,error,3.98,2023-10-15 14:03:19,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Pilsen F.A.S.T.,17.5,W,27.5,Beky,0.09,4.16,Kelsey,0.2,4.34,Ellie,0,4.33,Nyx,0,4.39,2023-10-15 14:17:10,Vodňany,4,cz
4.0,Pilsen F.A.S.T.,The Rebels Rock and Roll,31.89,L,25.0,Jolly,0.32,4.38,Majlo,0,4.08,Arrow,0.42,4.05,Ace,0.18,4.24,2023-10-15 14:17:10,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Pilsen F.A.S.T.,17.38,L,27.5,Beky,0.03,4.12,Kelsey,0.27,4.32,Ellie,error,4.29,Nyx,0,4.36,2023-10-15 14:18:11,Vodňany,4,cz
4.0,Pilsen F.A.S.T.,The Rebels Rock and Roll,17.73,W,25.0,Jolly,0.21,4.44,Majlo,0.14,4.03,Arrow,0.18,4.06,Ace,0.48,4.2,2023-10-15 14:18:11,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Pilsen F.A.S.T.,17.4,L,27.5,Beky,0.03,4.17,Kelsey,0,4.44,Ellie,error,4.31,Nyx,0,4.45,2023-10-15 14:19:21,Vodňany,4,cz
4.0,Pilsen F.A.S.T.,The Rebels Rock and Roll,17.35,W,25.0,Jolly,0.14,4.44,Majlo,0,4.18,Arrow,0.2,3.99,Ace,0.17,4.24,2023-10-15 14:19:21,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Pilsen F.A.S.T.,18.15,W,27.5,Beky,0.07,4.18,Kelsey,0.14,4.43,Ellie,0.28,4.28,Nyx,0.47,4.31,2023-10-15 14:20:30,Vodňany,4,cz
4.0,Pilsen F.A.S.T.,The Rebels Rock and Roll,17.49,L,25.0,Jolly,0.15,4.45,Majlo,error,4.1,Arrow,0.23,4.04,Ace,0.23,4.29,2023-10-15 14:20:30,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Pilsen F.A.S.T.,17.89,W,27.5,Beky,0.03,4.14,Kelsey,0.18,4.4,Ellie,0.17,4.27,Nyx,0.38,4.32,2023-10-15 14:21:51,Vodňany,4,cz
4.0,Pilsen F.A.S.T.,The Rebels Rock and Roll,17.4,L,25.0,Jolly,0.13,4.49,Majlo,0.18,4.09,Arrow,error,4.08,Ace,0,4.42,2023-10-15 14:21:51,Vodňany,5,cz
4.0,Hellodogs Rebounds,AgiFly one,17.46,W,17.5,Midi,0.1,4.09,Lara,0,4.11,Able,0.13,4.01,Negró,0.15,4.86,2023-10-15 14:25:41,Vodňany,4,cz
4.0,AgiFly one,Hellodogs Rebounds,18.27,L,27.5,Max,0.06,4.42,Jamie,0.23,4.64,Lara,0.18,4.56,Atý,0.23,3.96,2023-10-15 14:25:41,Vodňany,5,cz
4.0,Hellodogs Rebounds,AgiFly one,18.65,W,17.5,Midi,0.06,4.19,Lara,0.27,4.02,Able,0.62,4,Negró,0.57,4.92,2023-10-15 14:26:52,Vodňany,4,cz
4.0,AgiFly one,Hellodogs Rebounds,17.99,L,27.5,Max,-0.06,4.57,Jamie,-0.15,4.71,Lara,0.18,4.55,Atý,0.23,3.95,2023-10-15 14:26:52,Vodňany,5,cz
4.0,Hellodogs Rebounds,AgiFly one,17.89,W,17.5,Midi,0.17,4.16,Lara,0,4.18,Able,0.14,4.05,Negró,0.21,4.99,2023-10-15 14:28:00,Vodňany,4,cz
4.0,AgiFly one,Hellodogs Rebounds,18.27,L,27.5,Max,0.16,4.53,Jamie,0,4.85,Lara,0,4.65,Atý,0.19,3.9,2023-10-15 14:28:00,Vodňany,5,cz
8.0,Akela Sparks,Free X-treme,19.18,W,15.0,Emma,0.09,4.53,Alba,0.18,4.96,Roy,0,4.58,Zoya,0.18,4.66,2023-10-15 14:32:31,Vodňany,4,cz
8.0,Free X-treme,Akela Sparks,19.93,L,17.5,Percy,0.15,4.65,Scotty,0.15,4.38,Lucky,0.35,4.89,Blanca,0.17,5.21,2023-10-15 14:32:31,Vodňany,5,cz
8.0,Akela Sparks,Free X-treme,19.84,W,15.0,Emma,0.09,4.44,Alba,0.19,5.14,Roy,0.26,4.52,Zoya,0.49,4.71,2023-10-15 14:34:00,Vodňany,4,cz
8.0,Free X-treme,Akela Sparks,19.06,L,17.5,Percy,0.04,4.68,Scotty,-0.16,4.4,Lucky,0,4.96,Blanca,0,5.14,2023-10-15 14:34:00,Vodňany,5,cz
8.0,Akela Sparks,Free X-treme,20.35,W,15.0,Emma,0.08,4.53,Alba,0.6,5.18,Roy,0.32,4.52,Zoya,0.37,4.75,2023-10-15 14:35:14,Vodňany,4,cz
8.0,Free X-treme,Akela Sparks,19.22,L,17.5,Percy,-0.11,4.56,Scotty,0.24,4.39,Lucky,0,4.9,Blanca,0.11,5.14,2023-10-15 14:35:14,Vodňany,5,cz
8.0,FUNatic Jumpers,Fire-Drakes Alien,19.1,W,15.0,Pepina,0.11,4.48,Gina,0,5.08,Hanneli,0,4.47,And,0.15,4.81,2023-10-15 14:39:43,Vodňany,4,cz
8.0,Fire-Drakes Alien,FUNatic Jumpers,19.65,L,27.5,Tami,0.2,4.25,Relí,0,4.78,Grace,0.29,5.3,Lizz,0.27,4.56,2023-10-15 14:39:43,Vodňany,5,cz
8.0,FUNatic Jumpers,Fire-Drakes Alien,18.98,W,15.0,Pepina,0.05,4.51,Gina,0,5.07,Hanneli,0,4.38,And,0.11,4.84,2023-10-15 14:40:33,Vodňany,4,cz
8.0,Fire-Drakes Alien,FUNatic Jumpers,19.47,L,27.5,Tami,0.14,4.21,Relí,0.31,4.76,Grace,0,5.41,Lizz,0.24,4.4,2023-10-15 14:40:33,Vodňany,5,cz
8.0,FUNatic Jumpers,Fire-Drakes Alien,20.63,W,15.0,Pepina,0.2,4.54,Gina,0,5.24,Hanneli,0.25,4.28,And,0.34,5.79,2023-10-15 14:41:55,Vodňany,4,cz
8.0,Fire-Drakes Alien,FUNatic Jumpers,19.81,L,27.5,Tami,0.12,4.16,Relí,0.26,outside,Grace,,5.68,Lizz,0.2,4.63,2023-10-15 14:41:55,Vodňany,5,cz
5.0,BomBallance Flyball Team,Hop Trop HURRICANE,18.8,W,22.5,Fléche,0.11,4.22,Jazzy,0.32,4.32,Simon,0.42,4.77,Koni,0.54,4.11,2023-10-15 14:47:59,Vodňany,4,cz
5.0,Hop Trop HURRICANE,BomBallance Flyball Team,30.12,L,17.5,Fler,-0.04,4.31,Wyn,0.39,4.28,Choose,0.2,4.5,Carmela,0,4.33,2023-10-15 14:47:59,Vodňany,5,cz
5.0,BomBallance Flyball Team,Hop Trop HURRICANE,17.77,W,22.5,Fléche,0.07,4.23,Jazzy,0,4.3,Simon,0.18,4.77,Koni,0,4.22,2023-10-15 14:49:42,Vodňany,4,cz
5.0,Hop Trop HURRICANE,BomBallance Flyball Team,17.84,L,17.5,Fler,0.13,4.34,Cayenne,0.16,4.2,Choose,0.2,4.42,Carmela,0.11,4.28,2023-10-15 14:49:42,Vodňany,5,cz
5.0,BomBallance Flyball Team,Hop Trop HURRICANE,17.91,L,22.5,Fléche,0.05,4.32,Jazzy,0,4.34,Simon,0.13,4.79,Koni,0.2,4.09,2023-10-15 14:50:58,Vodňany,4,cz
5.0,Hop Trop HURRICANE,BomBallance Flyball Team,17.54,W,17.5,Fler,0.1,4.31,Cayenne,0.15,4.24,Choose,0,4.45,Carmela,,ran in,2023-10-15 14:50:58,Vodňany,5,cz
5.0,BomBallance Flyball Team,Hop Trop HURRICANE,32.34,L,22.5,Fléche,0.02,4.29,Simon,,ran in,Koni,0.28,4.13,Neela,0,outside,2023-10-15 14:52:56,Vodňany,4,cz
5.0,Hop Trop HURRICANE,BomBallance Flyball Team,17.6,W,17.5,Fler,0.05,4.39,Cayenne,0,4.24,Choose,0.14,4.42,Carmela,0,4.37,2023-10-15 14:52:56,Vodňany,5,cz
5.0,BomBallance Flyball Team,Hop Trop HURRICANE,17.47,L,22.5,Fléche,-0.03,4.37,Simon,0,4.96,Koni,0,4.21,Neela,0,3.97,2023-10-15 14:54:11,Vodňany,4,cz
5.0,Hop Trop HURRICANE,BomBallance Flyball Team,18.14,W,17.5,Fler,0.04,4.36,Cayenne,0.4,4.3,Choose,0.26,4.33,Carmela,0.19,4.26,2023-10-15 14:54:11,Vodňany,5,cz
5.0,Hellodogs New Generation,JokerZ Fun,17.85,W,17.5,Cherry,0.03,3.92,Bella,0.29,4.18,Deni,0,4.54,Firgi,0,4.88,2023-10-15 14:58:35,Vodňany,4,cz
5.0,JokerZ Fun,Hellodogs New Generation,17.9,L,17.5,Trufa,0.05,4.47,Kleo,0.18,4.13,Taz,0,5.03,Zara,error,4.06,2023-10-15 14:58:35,Vodňany,5,cz
5.0,Hellodogs New Generation,JokerZ Fun,17.92,L,17.5,Cherry,0.11,4.01,Bella,0.21,4.17,Deni,0,4.58,Firgi,0.19,4.66,2023-10-15 15:00:00,Vodňany,4,cz
5.0,JokerZ Fun,Hellodogs New Generation,17.7,W,17.5,Kleo,0.11,4.12,Twister,0,4.18,Taz,0.2,4.98,Zara,0.1,4.02,2023-10-15 15:00:00,Vodňany,5,cz
5.0,Hellodogs New Generation,JokerZ Fun,17.81,L,17.5,Cherry,0.08,4.11,Bella,0,4.26,Deni,0,4.53,Firgi,0.16,4.67,2023-10-15 15:01:14,Vodňany,4,cz
5.0,JokerZ Fun,Hellodogs New Generation,17.65,W,17.5,Kleo,0.15,4.14,Twister,0.13,4.05,Taz,0.14,4.97,Zara,0.14,3.92,2023-10-15 15:01:14,Vodňany,5,cz
5.0,Hellodogs New Generation,JokerZ Fun,19.19,W,17.5,Cherry,0.09,4.03,Bella,0,4.33,Deni,0,4.54,Firgi,1.5,4.71,2023-10-15 15:04:42,Vodňany,4,cz
5.0,JokerZ Fun,Hellodogs New Generation,36.72,L,17.5,Kleo,0.31,4.18,Twister,0.11,4.09,Taz,0,5.42,Zara,2.17,4.04,2023-10-15 15:04:42,Vodňany,5,cz
2.0,Jokers All-in,Lavina Alfa,15.82,L,25.0,Lumine,0.13,3.84,Salma,0,3.99,Izzy,0,3.89,Bepe,0,3.97,2023-10-15 15:08:58,Vodňany,4,cz
2.0,Lavina Alfa,Jokers All-in,15.84,W,27.5,Bria,0.08,3.83,Vojta,0,3.93,Aida,0,3.94,Bambi,0,4.07,2023-10-15 15:08:58,Vodňany,5,cz
2.0,Jokers All-in,Lavina Alfa,15.97,W,25.0,Lumine,0.04,3.84,Salma,0.19,3.95,Izzy,0,3.93,Bepe,0,4.02,2023-10-15 15:10:03,Vodňany,4,cz
2.0,Lavina Alfa,Jokers All-in,16.3,L,27.5,Bria,0.11,3.85,Vojta,0.25,3.96,Aida,0,4.03,Bambi,0.14,3.96,2023-10-15 15:10:03,Vodňany,5,cz
2.0,Jokers All-in,Lavina Alfa,16.31,W,25.0,Lumine,0.04,3.84,Salma,0,4.06,Izzy,0.14,3.91,Bepe,0.45,3.87,2023-10-15 15:11:17,Vodňany,4,cz
2.0,Lavina Alfa,Jokers All-in,16.07,L,27.5,Bria,0.08,3.8,Vojta,error,3.93,Aida,0.14,4.06,Bambi,0,4.06,2023-10-15 15:11:17,Vodňany,5,cz
2.0,Jokers All-in,Lavina Alfa,15.98,W,25.0,Lumine,0.06,3.87,Salma,0.11,4.04,Izzy,0,3.94,Bepe,0,3.96,2023-10-15 15:12:23,Vodňany,4,cz
2.0,Lavina Alfa,Jokers All-in,16.13,L,27.5,Bria,0.15,3.9,Vojta,0.12,3.91,Aida,0,4.02,Bambi,0,4.02,2023-10-15 15:12:23,Vodňany,5,cz
2.0,X-treme,WildRunners dreamers,16.16,L,25.0,Kerby,0.02,3.91,Nesi,0.2,3.97,Mína,0,4,Maze,0,4.05,2023-10-15 15:16:37,Vodňany,4,cz
2.0,WildRunners dreamers,X-treme,16.11,W,27.5,Maggie,0.06,3.96,Sirius,0.15,3.92,Alfie,0.16,3.84,Tyna,0,4.02,2023-10-15 15:16:37,Vodňany,5,cz
2.0,X-treme,WildRunners dreamers,16.04,L,25.0,Kerby,0.07,3.88,Nesi,error,3.95,Mína,0.14,3.87,Maze,0,4.13,2023-10-15 15:17:35,Vodňany,4,cz
2.0,WildRunners dreamers,X-treme,16.69,W,27.5,Maggie,0.14,3.99,Sirius,0.18,3.94,Alfie,0.3,3.87,Tyna,0.3,3.97,2023-10-15 15:17:35,Vodňany,5,cz
2.0,X-treme,WildRunners dreamers,16.07,L,25.0,Kerby,-0.03,3.96,Nesi,0,4.07,Mína,0,3.98,Maze,0,4.09,2023-10-15 15:18:39,Vodňany,4,cz
2.0,WildRunners dreamers,X-treme,16.81,W,27.5,Maggie,0.04,3.98,Sirius,0.29,3.97,Alfie,0.3,3.92,Tyna,0.33,3.98,2023-10-15 15:18:39,Vodňany,5,cz
4.0,Too X-treme,WildRunners Maximini,17.51,L,15.0,Vilík,-0.02,4.11,Aranka,0.2,4.14,Rio,0.21,3.99,Ruby,0,4.88,2023-10-15 15:24:03,Vodňany,4,cz
4.0,WildRunners Maximini,Too X-treme,17.51,W,27.5,Nina,0.09,4.07,Brooke,0.43,4.08,Bree,0.16,4.16,Alex,0.31,4.22,2023-10-15 15:24:03,Vodňany,5,cz
4.0,Too X-treme,WildRunners Maximini,17.2,L,15.0,Vilík,0.2,4.03,Aranka,error,4.06,Rio,0,4.05,Ruby,0.19,4.69,2023-10-15 15:25:08,Vodňany,4,cz
4.0,WildRunners Maximini,Too X-treme,17.39,W,27.5,Nina,0.04,4.1,Brooke,0.16,4.15,Bree,0.26,4.18,Alex,0.31,4.21,2023-10-15 15:25:08,Vodňany,5,cz
4.0,Too X-treme,WildRunners Maximini,17.43,L,15.0,Vilík,0.14,4.15,Aranka,0.22,4.04,Rio,0.12,3.98,Ruby,0.14,4.64,2023-10-15 15:26:11,Vodňany,4,cz
4.0,WildRunners Maximini,Too X-treme,17.07,W,27.5,Nina,0.1,4.1,Brooke,0.23,4.12,Bree,0,4.21,Alex,0,4.31,2023-10-15 15:26:11,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Hellodogs Rebounds,18.64,W,27.5,Beky,0.05,4.17,Kelsey,0.39,4.41,Ellie,0.25,4.37,Nyx,0.23,4.76,2023-10-15 15:29:26,Vodňany,4,cz
4.0,Hellodogs Rebounds,The Rebels Rock and Roll,17.52,L,17.5,Midi,-0.3,4.22,Lara,0.16,4.19,Able,0,4.12,Negró,0.18,4.94,2023-10-15 15:29:26,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Hellodogs Rebounds,18.22,L,27.5,Beky,-0.03,4.22,Kelsey,0.36,4.49,Ellie,0.15,4.41,Nyx,0,4.63,2023-10-15 15:30:28,Vodňany,4,cz
4.0,Hellodogs Rebounds,The Rebels Rock and Roll,18.39,W,17.5,Midi,0.19,4.18,Lara,0.22,4.15,Able,0.29,4.03,Negró,0.52,4.82,2023-10-15 15:30:28,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Hellodogs Rebounds,17.96,W,27.5,Beky,0.1,4.19,Kelsey,0,4.6,Ellie,0,4.41,Nyx,0.2,4.46,2023-10-15 15:31:37,Vodňany,4,cz
4.0,Hellodogs Rebounds,The Rebels Rock and Roll,18.13,L,17.5,Midi,0.16,4.17,Lara,0.18,4.14,Able,0.14,4.1,Negró,0.24,5.01,2023-10-15 15:31:37,Vodňany,5,cz
4.0,The Rebels Rock and Roll,Hellodogs Rebounds,17.79,W,27.5,Beky,0.05,4.18,Kelsey,0.13,4.44,Ellie,0.16,4.32,Nyx,0,4.51,2023-10-15 15:32:44,Vodňany,4,cz
4.0,Hellodogs Rebounds,The Rebels Rock and Roll,17.92,L,17.5,Midi,0.12,4.21,Lara,0.17,4.11,Able,0.14,4.04,Negró,0.19,outside,2023-10-15 15:32:44,Vodňany,5,cz
8.0,FUNatic Jumpers,Free X-treme,20.63,W,15.0,Casík,0.17,4.34,Gina,0.27,4.97,Hanneli,0.51,4.34,And,0.41,5.62,2023-10-15 15:37:40,Vodňany,4,cz
8.0,Free X-treme,FUNatic Jumpers,19.44,L,17.5,Percy,-0.007,4.67,Scotty,0,4.47,Blanca,,ran in,Lucky,0.18,5.29,2023-10-15 15:37:40,Vodňany,5,cz
8.0,FUNatic Jumpers,Free X-treme,20.16,W,15.0,Casík,0.13,4.31,Gina,0.3,5.11,Hanneli,0.46,4.46,And,0.43,4.97,2023-10-15 15:38:51,Vodňany,4,cz
8.0,Free X-treme,FUNatic Jumpers,19.58,L,17.5,Percy,-0.005,4.62,Scotty,0.17,4.37,Blanca,0.17,4.8,Lucky,0.19,5.27,2023-10-15 15:38:51,Vodňany,5,cz
8.0,FUNatic Jumpers,Free X-treme,19.42,W,15.0,Casík,0.19,4.42,Gina,0.17,5.05,Hanneli,0.23,4.34,And,0,5.03,2023-10-15 15:40:10,Vodňany,4,cz
8.0,Free X-treme,FUNatic Jumpers,19.15,L,17.5,Percy,0.22,4.5,Scotty,0,4.5,Moruše,,ran in,Lucky,error,4.75,2023-10-15 15:40:10,Vodňany,5,cz
5.0,Hellodogs New Generation,BomBallance Flyball Team,18.23,W,17.5,Cherry,0.07,3.96,Bella,0.27,4.25,Shelby,0.15,4.53,Firgi,0.24,4.76,2023-10-15 15:49:41,Vodňany,4,cz
5.0,BomBallance Flyball Team,Hellodogs New Generation,19.26,L,22.5,Fléche,0.08,4.35,Jazzy,0,5.39,Simon,0.37,4.84,Koni,0.12,4.12,2023-10-15 15:49:41,Vodňany,5,cz
5.0,Hellodogs New Generation,BomBallance Flyball Team,18.43,W,17.5,Cherry,0.09,4.02,Bella,0.2,4.3,Shelby,0,4.75,Firgi,0.35,4.72,2023-10-15 15:51:09,Vodňany,4,cz
5.0,BomBallance Flyball Team,Hellodogs New Generation,18.75,L,22.5,Fléche,0.08,4.32,Jazzy,0,5.28,Simon,0,4.96,Koni,0,4.11,2023-10-15 15:51:09,Vodňany,5,cz
5.0,Hellodogs New Generation,BomBallance Flyball Team,18.36,L,17.5,Cherry,0.1,4.08,Bella,0.16,4.41,Shelby,0,4.64,Firgi,0.21,4.77,2023-10-15 15:52:46,Vodňany,4,cz
5.0,BomBallance Flyball Team,Hellodogs New Generation,17.33,W,22.5,Fléche,0.06,4.22,Simon,0,4.91,Koni,0,4.17,Neela,0,3.97,2023-10-15 15:52:46,Vodňany,5,cz
5.0,Hellodogs New Generation,BomBallance Flyball Team,18.22,L,17.5,Cherry,0.05,4.15,Bella,0,4.4,Shelby,0,4.69,Firgi,0,4.93,2023-10-15 15:54:16,Vodňany,4,cz
5.0,BomBallance Flyball Team,Hellodogs New Generation,17.79,W,22.5,Fléche,0.07,4.21,Simon,0.19,4.82,Koni,0.24,4.14,Neela,0.21,3.92,2023-10-15 15:54:16,Vodňany,5,cz
5.0,Hellodogs New Generation,BomBallance Flyball Team,18.75,W,17.5,Cherry,0.12,4.15,Bella,0.16,4.33,Shelby,0,4.6,Firgi,0.64,4.77,2023-10-15 15:55:34,Vodňany,4,cz
5.0,BomBallance Flyball Team,Hellodogs New Generation,17.64,L,22.5,Fléche,0.1,4.25,Simon,0.2,4.79,Koni,error,4.15,Neela,0.24,3.92,2023-10-15 15:55:34,Vodňany,5,cz
2.0,WildRunners dreamers,Lavina Alfa,16.32,L,27.5,Cookies,-0.11,3.94,Maggie,0.16,4.01,Sirius,0.19,4.12,Alfie,0,4,2023-10-15 16:00:27,Vodňany,4,cz
