Division,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,when,location,track,championship
1.0,The Rebels Hardcore,Frenky's Funny,16.67,W,27.5,Nick,0.11,4.21,Finn,0,4.15,Baky,0,4.1,Luna,0,4.1,2023-09-04 11:30:05,Blšany,4,cz
1.0,The Rebels Hardcore,Frenky's Funny,17.33,W,27.5,Nick,0.08,4.24,Finn,0.31,4.02,Baky,0.26,4.02,Luna,0.38,4.02,2023-09-04 11:31:41,Blšany,4,cz
1.0,Frenky's Funny,The Rebels Hardcore,17.15,L,27.5,Porto,-0.03,4.39,Easy,0.14,4.07,Trixie,0.26,3.99,Laty,0.3,4.02,2023-09-04 11:31:41,Blšany,5,cz
1.0,The Rebels Hardcore,Frenky's Funny,17.27,W,27.5,Nick,0.17,4.25,Finn,0,4.12,Baky,0.18,4.06,Luna,0.48,4.02,2023-09-04 11:32:58,Blšany,4,cz
1.0,Frenky's Funny,The Rebels Hardcore,18.22,L,27.5,Porto,0.06,4.29,Easy,error,4.1,Trixie,0.51,3.98,Laty,0.32,4.97,2023-09-04 11:32:58,Blšany,5,cz
2.0,WildRunners Zephyr,Hop Trop HURRICANE,18.8,L,20.0,Easy,0.19,outside,Fleur,,4.38,Hank,0.42,4.37,Bailey,0,4.39,2023-09-04 12:50:42,Blšany,4,cz
2.0,Hop Trop HURRICANE,WildRunners Zephyr,18.41,W,20.0,Uta,0.04,4.46,Cayenne,0.23,4.34,Choose,0.6,4.49,Lucka,0.1,4.14,2023-09-04 12:50:42,Blšany,5,cz
2.0,WildRunners Zephyr,Hop Trop HURRICANE,18.16,W,20.0,Easy,0.04,4.45,Fleur,0.21,4.3,Hank,0.25,4.38,Bailey,0.15,4.38,2023-09-04 12:51:53,Blšany,4,cz
2.0,Hop Trop HURRICANE,WildRunners Zephyr,18.23,L,20.0,Uta,0.1,4.36,Cayenne,0.33,4.33,Choose,0.23,4.42,Lucka,0.32,4.13,2023-09-04 12:51:53,Blšany,5,cz
2.0,WildRunners Zephyr,Hop Trop HURRICANE,28.94,L,20.0,Easy,0.15,4.39,Fleur,0,4.3,Hank,0,4.44,Bailey,0.56,4.68,2023-09-04 12:53:15,Blšany,4,cz
2.0,Hop Trop HURRICANE,WildRunners Zephyr,17.83,W,20.0,Uta,0.03,4.4,Cayenne,0.18,4.34,Choose,0.17,4.37,Lucka,0.26,4.09,2023-09-04 12:53:15,Blšany,5,cz
2.0,WildRunners Zephyr,Hop Trop HURRICANE,18.1,L,20.0,Easy,0.17,4.42,Fleur,0,4.44,Hank,0.24,4.42,Bailey,0,4.41,2023-09-04 12:54:23,Blšany,4,cz
2.0,Hop Trop HURRICANE,WildRunners Zephyr,17.92,W,20.0,Uta,0.1,4.52,Cayenne,0.19,4.31,Choose,0.11,4.46,Lucka,0.16,4.06,2023-09-04 12:54:23,Blšany,5,cz
2.0,WildRunners Maximini,Too X-treme,18.07,L,25.0,Brooke,0.15,4.08,Bree,0,4.3,Sara,0,4.55,Bella,0,5,2023-09-04 12:58:12,Blšany,4,cz
2.0,Too X-treme,WildRunners Maximini,17.66,W,15.0,Rio,0.07,4.11,Aranka,0,4.25,Fren,0.11,4.32,Ruby,0.2,4.6,2023-09-04 12:58:12,Blšany,5,cz
2.0,WildRunners Maximini,Too X-treme,19.74,W,25.0,Brooke,0.02,4.15,Bree,0.39,4.27,Sara,0.71,4.5,Bella,0.71,5,2023-09-04 12:59:27,Blšany,4,cz
2.0,Too X-treme,WildRunners Maximini,24.59,L,15.0,Rio,-0.02,4.04,Aranka,0,4.26,Fren,0,4.36,Ruby,0.15,4.72,2023-09-04 12:59:27,Blšany,5,cz
2.0,WildRunners Maximini,Too X-treme,19.34,W,25.0,Brooke,0.03,4.23,Bree,0.16,4.26,Sara,0.42,4.67,Bella,0.6,4.97,2023-09-04 13:00:32,Blšany,4,cz
2.0,Too X-treme,WildRunners Maximini,23.6,L,15.0,Rio,0.11,4.19,Aranka,0,4.24,Fren,0.24,4.37,Ruby,0,4.81,2023-09-04 13:00:32,Blšany,5,cz
2.0,WildRunners Maximini,Too X-treme,18.72,W,25.0,Brooke,0.1,4.18,Bree,0,4.35,Sara,0.16,4.54,Bella,0.44,4.96,2023-09-04 13:01:43,Blšany,4,cz
2.0,Too X-treme,WildRunners Maximini,17.65,L,15.0,Rio,0.05,4.16,Aranka,error,4.32,Fren,0,4.42,Ruby,Ok,4.7,2023-09-04 13:01:43,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,16.38,W,30.0,Iyrai,0.12,3.75,Cammi,0,3.79,Winky,0.24,3.7,Lili,0.91,3.88,2023-09-04 13:07:22,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.58,L,22.5,Zack,0.24,3.72,Toko,0.11,3.66,Dara,0.3,3.56,Arthur,0.12,3.86,2023-09-04 13:07:22,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,15.92,L,30.0,Iyrai,0.08,3.74,Cammi,0.16,3.8,Winky,0.13,3.73,Lili,0.38,3.89,2023-09-04 13:10:21,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.44,W,22.5,Zack,0.15,3.7,Toko,0.2,3.63,Dara,0.2,3.59,Arthur,0.19,3.78,2023-09-04 13:10:21,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,15.76,L,30.0,Iyrai,0.11,3.78,Cammi,0.21,3.84,Winky,0,3.74,Lili,error,4.09,2023-09-04 13:11:50,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.55,W,22.5,Zack,0.15,3.71,Toko,0.5,3.69,Dara,0,3.65,Arthur,0.15,3.7,2023-09-04 13:11:50,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,15.61,W,30.0,Iyrai,0.1,3.82,Cammi,0.18,3.72,Winky,0,3.8,Lili,0,3.97,2023-09-04 13:13:11,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.75,L,22.5,Zack,0.15,3.72,Toko,0.37,3.78,Dara,0.25,3.58,Arthur,0.14,3.75,2023-09-04 13:13:11,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,15.61,L,30.0,Iyrai,0.09,3.74,Cammi,0,3.86,Winky,0,3.86,Lili,0,4.06,2023-09-04 13:14:35,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.42,W,22.5,Zack,0.14,3.78,Toko,0,3.82,Dara,0.13,3.64,Arthur,0.12,3.79,2023-09-04 13:14:35,Blšany,5,cz
1.0,Jokers All-in,Flyvaryors Traditional,16.17,L,25.0,Lumine,0.09,3.87,Salma,0,4.05,Izzy,0,4.05,Rhys,0.15,3.96,2023-09-04 13:21:27,Blšany,4,cz
1.0,Flyvaryors Traditional,Jokers All-in,15.9,W,27.5,Lippi,0.11,3.83,Tony,0.22,3.77,Rozi,0.15,3.95,Meggie,0.21,3.67,2023-09-04 13:21:27,Blšany,5,cz
1.0,Jokers All-in,Flyvaryors Traditional,16.18,L,25.0,Lumine,0.04,3.86,Salma,0,4.16,Izzy,0,4.02,Rhys,0,4.1,2023-09-04 13:22:47,Blšany,4,cz
1.0,Flyvaryors Traditional,Jokers All-in,15.67,W,27.5,Lippi,0.14,3.81,Tony,0.13,3.7,Rozi,0.13,3.99,Meggie,0,3.77,2023-09-04 13:22:47,Blšany,5,cz
1.0,Jokers All-in,Flyvaryors Traditional,16.89,L,25.0,Lumine,0.04,3.86,Salma,0,4.03,Izzy,0.26,4.05,Rhys,0.6,4.06,2023-09-04 13:24:08,Blšany,4,cz
1.0,Flyvaryors Traditional,Jokers All-in,15.95,W,27.5,Lippi,0.1,3.79,Tony,0.23,3.69,Rozi,0.22,3.99,Meggie,0.19,3.75,2023-09-04 13:24:08,Blšany,5,cz
1.0,X-treme,Lavina Alfa,16.33,L,25.0,Kerby,0.05,3.92,Nesi,0.13,4.08,Mína,0,3.9,Izzy,0,4.26,2023-09-04 13:28:53,Blšany,4,cz
1.0,Lavina Alfa,X-treme,16.32,W,27.5,Bria,0.07,3.9,Vojta,0,3.93,Aida,0.13,4.04,Bambi,0.18,4.08,2023-09-04 13:28:53,Blšany,5,cz
1.0,X-treme,Lavina Alfa,16.28,L,25.0,Kerby,0.01,3.87,Nesi,error,4.09,Mína,0,3.86,Izzy,0.13,4.32,2023-09-04 13:30:02,Blšany,4,cz
1.0,Lavina Alfa,X-treme,16.27,W,27.5,Bria,0.02,3.9,Vojta,0.13,3.88,Aida,0.13,3.95,Bambi,0.2,4.07,2023-09-04 13:30:02,Blšany,5,cz
1.0,X-treme,Lavina Alfa,16.42,L,25.0,Kerby,0.01,3.89,Nesi,0.19,4.03,Mína,0,3.91,Izzy,0,4.39,2023-09-04 13:31:13,Blšany,4,cz
1.0,Lavina Alfa,X-treme,16.14,W,27.5,Bria,0.06,3.9,Vojta,0.18,3.93,Aida,0.21,3.79,Bambi,0,4.09,2023-09-04 13:31:13,Blšany,5,cz
1.0,The Rebels Hardcore,WildRunners hopefuls,17.06,W,27.5,Finn,0.09,4.1,Baky,0,4.11,Foxy,0.21,4.25,Luna,0.21,4.09,2023-09-04 13:35:04,Blšany,4,cz
1.0,WildRunners hopefuls,The Rebels Hardcore,16.3,L,27.5,Enola,0.06,4.12,Moon,error,3.9,Maggie,0,4.08,Alfie,0,4.15,2023-09-04 13:35:04,Blšany,5,cz
1.0,The Rebels Hardcore,WildRunners hopefuls,17.2,W,27.5,Finn,0.08,4.11,Baky,,4.18,Foxy,0.25,4.28,Luna,0.21,4.09,2023-09-04 13:36:18,Blšany,4,cz
1.0,WildRunners hopefuls,The Rebels Hardcore,16.44,L,27.5,Enola,0.23,4.16,Moon,error,3.89,Maggie,0,3.99,Alfie,0,4.18,2023-09-04 13:36:18,Blšany,5,cz
1.0,The Rebels Hardcore,WildRunners hopefuls,17.15,W,27.5,Finn,0.11,4.09,Baky,0,4.23,Foxy,0.18,4.36,Luna,0.15,4.04,2023-09-04 13:37:37,Blšany,4,cz
1.0,WildRunners hopefuls,The Rebels Hardcore,16.57,L,27.5,Enola,0.23,4.31,Moon,-0.17,3.98,Maggie,0,4.07,Alfie,0,4.16,2023-09-04 13:37:37,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.83,W,27.5,Jamie,0.06,4.52,Lara,0.25,4.49,Marwie,0.14,4.02,Atý,0.44,3.92,2023-09-04 13:44:47,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.56,L,27.5,Beky,0.14,4.31,Kelsey,error,4.36,Ellie,0,4.27,Nyx,0,4.49,2023-09-04 13:44:47,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.56,L,27.5,Jamie,0.1,4.56,Lara,0.21,4.45,Marwie,0,4.13,Atý,0.14,3.97,2023-09-04 13:47:42,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.24,W,27.5,Beky,0.09,4.23,Kelsey,0,4.24,Ellie,0,4.3,Nyx,0,4.39,2023-09-04 13:47:42,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.54,W,27.5,Jamie,0.07,4.62,Lara,0,4.56,Marwie,0.14,4,Atý,0.26,3.9,2023-09-04 13:48:57,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.28,L,27.5,Beky,0.07,4.25,Kelsey,0,4.4,Ellie,0,4.25,Nyx,error,4.32,2023-09-04 13:48:57,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.57,L,27.5,Jamie,0.06,4.78,Lara,0,4.44,Marwie,0.28,3.98,Atý,0,4.03,2023-09-04 13:50:06,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.49,W,27.5,Beky,0.08,4.24,Kelsey,0,4.43,Ellie,0,4.25,Nyx,0.19,4.3,2023-09-04 13:50:06,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.42,L,27.5,Jamie,-0.04,4.7,Lara,0,4.63,Marwie,0,4.15,Atý,0,3.96,2023-09-04 13:51:19,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.99,W,27.5,Beky,0.06,4.24,Kelsey,0.19,4.33,Ellie,0.23,4.25,Nyx,0.3,4.39,2023-09-04 13:51:19,Blšany,5,cz
2.0,Hop Trop HURRICANE,WildRunners Maximini,17.82,W,20.0,Fler,0.02,4.45,Cayenne,0,4.38,Choose,0.17,4.54,Lucka,0.21,4.05,2023-09-04 13:55:09,Blšany,4,cz
2.0,WildRunners Maximini,Hop Trop HURRICANE,18.3,L,25.0,Brooke,0.13,4.12,Bree,0.23,4.16,Sara,0,4.55,Bella,0.25,4.86,2023-09-04 13:55:09,Blšany,5,cz
2.0,Hop Trop HURRICANE,WildRunners Maximini,17.98,W,20.0,Fler,0.03,4.41,Cayenne,0,4.4,Choose,0.1,4.52,Lucka,0.31,4.21,2023-09-04 13:56:18,Blšany,4,cz
2.0,WildRunners Maximini,Hop Trop HURRICANE,18.04,L,25.0,Brooke,0.11,4.15,Bree,0,4.34,Sara,0,4.56,Bella,0,4.88,2023-09-04 13:56:18,Blšany,5,cz
2.0,Hop Trop HURRICANE,WildRunners Maximini,18.41,W,20.0,Fler,0.04,4.46,Cayenne,0.16,4.28,Choose,0.48,4.43,Lucka,0.47,4.09,2023-09-04 13:57:27,Blšany,4,cz
2.0,WildRunners Maximini,Hop Trop HURRICANE,18.8,L,25.0,Brooke,0.06,4.08,Bree,error,4.5,Sara,0.57,4.56,Bella,0.19,4.86,2023-09-04 13:57:27,Blšany,5,cz
1.0,Lavina Alfa,Jokers All-in,16.17,L,27.5,Bria,-0.001,3.99,Vojta,0,4.08,Aida,Ok,3.94,Bambi,error,4.16,2023-09-04 14:02:30,Blšany,4,cz
1.0,Jokers All-in,Lavina Alfa,16.98,W,25.0,Lumine,0.09,3.81,Salma,0.65,3.93,Izzy,0.21,3.96,Rhys,0.31,4.02,2023-09-04 14:02:30,Blšany,5,cz
1.0,Lavina Alfa,Jokers All-in,16.35,W,27.5,Bria,0.02,3.9,Vojta,0,4.02,Aida,0,4.06,Bambi,0.19,4.17,2023-09-04 14:03:34,Blšany,4,cz
1.0,Jokers All-in,Lavina Alfa,16.68,L,25.0,Lumine,0.04,3.9,Salma,0.13,4.16,Izzy,0.15,4.01,Rhys,0.19,4.09,2023-09-04 14:03:34,Blšany,5,cz
1.0,Lavina Alfa,Jokers All-in,16.23,L,27.5,Bria,0.14,3.92,Vojta,0,3.98,Aida,0.18,3.93,Bambi,error,4.08,2023-09-04 14:04:50,Blšany,4,cz
1.0,Jokers All-in,Lavina Alfa,16.2,W,25.0,Lumine,0.12,3.88,Salma,0,4.02,Izzy,0.19,4,Rhys,0,4,2023-09-04 14:04:50,Blšany,5,cz
1.0,Lavina Alfa,Jokers All-in,16.49,L,27.5,Bria,0.12,3.91,Vojta,0,3.9,Aida,error,4.05,Bambi,0.26,4.24,2023-09-04 14:06:14,Blšany,4,cz
1.0,Jokers All-in,Lavina Alfa,16.99,W,25.0,Lumine,0.11,3.88,Salma,0,4.13,Izzy,0.18,4.01,Rhys,0.48,4.2,2023-09-04 14:06:14,Blšany,5,cz
1.0,The Rebels Hardcore,DumbleDogs S,17.43,W,27.5,Nick,0.15,4.28,Finn,0,4.21,Baky,0.22,4.01,Luna,0.49,4.08,2023-09-04 14:10:39,Blšany,4,cz
1.0,DumbleDogs S,The Rebels Hardcore,15.69,L,30.0,Iyrai,0.09,3.73,Trippy,error,3.83,Evelyn,0.21,4.1,Winky,error,3.73,2023-09-04 14:10:39,Blšany,5,cz
1.0,The Rebels Hardcore,DumbleDogs S,22.97,W,27.5,Nick,0.06,4.26,Finn,0,4.14,Baky,error,4.04,Luna,0,4.14,2023-09-04 14:11:55,Blšany,4,cz
1.0,DumbleDogs S,The Rebels Hardcore,23.09,L,30.0,Iyrai,0.13,3.79,Trippy,0.13,3.76,Evelyn,0.29,4.11,Winky,0.18,3.69,2023-09-04 14:11:55,Blšany,5,cz
1.0,The Rebels Hardcore,DumbleDogs S,16.67,L,27.5,Nick,0.08,4.22,Finn,0,4.06,Baky,0,4.13,Luna,0,4.18,2023-09-04 14:13:19,Blšany,4,cz
1.0,DumbleDogs S,The Rebels Hardcore,15.71,W,30.0,Iyrai,0.09,3.78,Trippy,0,3.78,Evelyn,0.2,4.07,Winky,0,3.81,2023-09-04 14:13:19,Blšany,5,cz
1.0,The Rebels Hardcore,DumbleDogs S,16.68,L,27.5,Nick,0.13,4.2,Finn,Ok,4.06,Baky,0.14,4.06,Luna,0,4.09,2023-09-04 14:14:52,Blšany,4,cz
1.0,DumbleDogs S,The Rebels Hardcore,15.91,W,30.0,Iyrai,0.09,3.76,Trippy,0.2,3.78,Evelyn,0,4.22,Winky,0.13,3.74,2023-09-04 14:14:52,Blšany,5,cz
1.0,The Rebels Hardcore,DumbleDogs S,16.83,L,27.5,Nick,0.09,4.25,Finn,0,4.15,Baky,0,4.28,Luna,error,4.07,2023-09-04 14:16:38,Blšany,4,cz
1.0,DumbleDogs S,The Rebels Hardcore,16.05,W,30.0,Iyrai,0.07,3.79,Trippy,0.17,3.78,Evelyn,0.33,4.05,Winky,0.2,3.67,2023-09-04 14:16:38,Blšany,5,cz
2.0,Hop Trop HURRICANE,AgiFly one,18.07,L,20.0,Uta,-0.02,4.43,Cayenne,0.14,4.34,Choose,0.29,4.44,Lucka,0.28,4.16,2023-09-04 14:25:18,Blšany,4,cz
2.0,AgiFly one,Hop Trop HURRICANE,18.86,W,27.5,Jamie,0.3,4.59,Lara,0.53,4.54,Marwie,0.42,4.01,Atý,0.55,3.92,2023-09-04 14:25:18,Blšany,5,cz
2.0,Hop Trop HURRICANE,AgiFly one,17.86,W,20.0,Uta,0.09,4.44,Cayenne,0,4.49,Choose,0,4.62,Lucka,0.13,4.08,2023-09-04 14:26:19,Blšany,4,cz
2.0,AgiFly one,Hop Trop HURRICANE,17.93,L,27.5,Jamie,0.15,4.63,Lara,0.31,4.51,Marwie,0.14,4.01,Atý,0.23,3.95,2023-09-04 14:26:19,Blšany,5,cz
2.0,Hop Trop HURRICANE,AgiFly one,18.31,W,20.0,Uta,0.13,4.46,Cayenne,0,4.4,Choose,0.13,4.54,Lucka,0.57,4.08,2023-09-04 14:27:35,Blšany,4,cz
2.0,AgiFly one,Hop Trop HURRICANE,18.07,L,27.5,Jamie,0.2,4.57,Lara,0.22,4.66,Marwie,0.22,4,Atý,0.3,3.91,2023-09-04 14:27:35,Blšany,5,cz
2.0,Hop Trop HURRICANE,AgiFly one,18.27,L,20.0,Uta,0.23,4.55,Cayenne,0.15,4.32,Choose,0,4.59,Lucka,0.35,4.09,2023-09-04 14:28:38,Blšany,4,cz
2.0,AgiFly one,Hop Trop HURRICANE,18.15,W,27.5,Jamie,0.19,4.77,Lara,0,4.67,Marwie,0.16,4.08,Atý,0.22,4.05,2023-09-04 14:28:38,Blšany,5,cz
2.0,Hop Trop HURRICANE,AgiFly one,18.03,L,20.0,Uta,0.07,4.61,Cayenne,0,4.41,Choose,0,4.61,Lucka,0.22,4.11,2023-09-04 14:29:43,Blšany,4,cz
2.0,AgiFly one,Hop Trop HURRICANE,17.88,W,27.5,Jamie,0.08,4.68,Lara,0.14,4.56,Marwie,0,4.14,Atý,0.33,3.95,2023-09-04 14:29:43,Blšany,5,cz
1.0,Flyvaryors Traditional,Flyvaryors New Wave,16.09,L,27.5,Lippi,0.13,3.8,Tony,0.25,3.74,Rozi,0,4.1,Meggie,0.24,3.85,2023-09-04 14:34:22,Blšany,4,cz
1.0,Flyvaryors New Wave,Flyvaryors Traditional,15.53,W,22.5,Zack,0.11,3.79,Toko,0.15,3.63,Dara,0.19,3.56,Arthur,0.18,3.92,2023-09-04 14:34:22,Blšany,5,cz
1.0,Flyvaryors Traditional,Flyvaryors New Wave,25.28,L,27.5,Lippi,0.16,3.81,Tony,0.22,3.75,Rozi,0.15,4.03,Meggie,0,3.9,2023-09-04 14:35:49,Blšany,4,cz
1.0,Flyvaryors New Wave,Flyvaryors Traditional,15.7,W,22.5,Zack,0.2,3.75,Toko,0.2,3.64,Dara,0.19,3.56,Arthur,0.24,3.92,2023-09-04 14:35:49,Blšany,5,cz
1.0,Flyvaryors Traditional,Flyvaryors New Wave,15.57,W,27.5,Lippi,0.11,3.77,Tony,0.13,3.72,Rozi,0,4.08,Meggie,0,3.76,2023-09-04 14:37:07,Blšany,4,cz
1.0,Flyvaryors New Wave,Flyvaryors Traditional,15.72,L,22.5,Zack,0.28,3.76,Toko,0.24,3.71,Dara,0,3.63,Arthur,0.21,3.9,2023-09-04 14:37:07,Blšany,5,cz
1.0,Flyvaryors Traditional,Flyvaryors New Wave,15.63,L,27.5,Lippi,0.08,3.76,Tony,0.13,3.76,Rozi,0,4.09,Meggie,0,3.82,2023-09-04 14:38:28,Blšany,4,cz
1.0,Flyvaryors New Wave,Flyvaryors Traditional,15.43,W,22.5,Zack,0.07,3.75,Toko,0.16,3.69,Dara,0.14,3.57,Arthur,0.13,3.93,2023-09-04 14:38:28,Blšany,5,cz
1.0,DumbleDogs S,Jokers All-in,28.02,W,30.0,Iyrai,0.07,3.83,Cammi,0,4.19,Lili,5.97,4.04,Trippy,0.38,3.78,2023-09-04 14:51:27,Blšany,4,cz
1.0,Jokers All-in,DumbleDogs S,29.02,L,25.0,Lumine,0.09,3.89,Salma,0,4.06,Izzy,0.12,4.04,Rhys,0.27,outside,2023-09-04 14:51:27,Blšany,5,cz
1.0,DumbleDogs S,Jokers All-in,16.13,W,30.0,Iyrai,0.1,3.82,Cammi,0,3.88,Lili,0.17,4.04,Trippy,0.3,3.81,2023-09-04 14:52:51,Blšany,4,cz
1.0,Jokers All-in,DumbleDogs S,16.49,L,25.0,Lumine,0.13,3.94,Salma,0,4.08,Izzy,0,4.16,Rhys,0,4.19,2023-09-04 14:52:51,Blšany,5,cz
1.0,DumbleDogs S,Jokers All-in,16.28,W,30.0,Iyrai,0.06,3.77,Cammi,0,3.91,Lili,0.25,3.98,Trippy,0.4,3.92,2023-09-04 14:54:15,Blšany,4,cz
1.0,Jokers All-in,DumbleDogs S,16.62,L,25.0,Lumine,0.15,3.91,Salma,error,4,Izzy,0.13,4.1,Rhys,0.17,4.16,2023-09-04 14:54:15,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors Traditional,16.01,L,30.0,Iyrai,0.13,3.85,Cammi,0.17,3.79,Winky,0,3.88,Lili,0.26,3.93,2023-09-04 15:15:28,Blšany,4,cz
1.0,Flyvaryors Traditional,DumbleDogs S,16.22,W,27.5,Lippi,0.08,3.82,Tony,0.15,3.77,Rozi,0,4.04,Meggie,0.58,3.77,2023-09-04 15:15:28,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors Traditional,15.78,W,30.0,Iyrai,0.12,3.77,Cammi,0,3.8,Winky,0.14,3.89,Lili,0.13,3.93,2023-09-04 15:16:36,Blšany,4,cz
1.0,Flyvaryors Traditional,DumbleDogs S,16.1,L,27.5,Lippi,0.2,3.8,Tony,0.15,3.73,Rozi,0.19,4.06,Meggie,0.19,3.8,2023-09-04 15:16:36,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors Traditional,16.31,W,30.0,Iyrai,0.07,3.88,Cammi,0.33,3.76,Winky,0,3.87,Lili,0.45,3.95,2023-09-04 15:17:50,Blšany,4,cz
1.0,Flyvaryors Traditional,DumbleDogs S,15.62,L,27.5,Lippi,-0.002,3.83,Tony,0.15,3.8,Rozi,0,4.09,Meggie,Ok,3.76,2023-09-04 15:17:50,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors Traditional,15.84,W,30.0,Iyrai,0.08,3.83,Cammi,0.22,3.78,Winky,0.18,3.75,Lili,0.13,3.87,2023-09-04 15:19:04,Blšany,4,cz
1.0,Flyvaryors Traditional,DumbleDogs S,15.98,L,27.5,Lippi,0.17,3.85,Tony,0,3.85,Rozi,0.14,4.06,Meggie,0.18,3.74,2023-09-04 15:19:04,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,23.22,W,27.5,Jamie,0.2,4.64,Lara,error,4.55,Marwie,0,4.12,Atý,0,4.16,2023-09-04 15:39:39,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,22.62,L,27.5,Beky,0.09,4.31,Kelsey,0,4.5,Volis,0.15,4.13,Nyx,error,4.43,2023-09-04 15:39:39,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.97,L,27.5,Jamie,0.25,4.77,Lara,0.2,4.55,Marwie,0,4.01,Atý,0.24,3.95,2023-09-04 15:41:04,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.6,W,27.5,Beky,0.11,4.28,Kelsey,0,4.53,Ellie,0,4.36,Volis,0.17,4.14,2023-09-04 15:41:04,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.86,L,27.5,Jamie,0.21,4.64,Lara,0.17,4.52,Marwie,0,4.05,Atý,0.25,4.02,2023-09-04 15:42:17,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.25,W,27.5,Beky,0.1,4.27,Kelsey,0,4.44,Ellie,0,4.34,Volis,0,4.11,2023-09-04 15:42:17,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.98,W,27.5,Jamie,0.1,4.79,Lara,0,4.66,Marwie,0,4.09,Atý,0.37,3.98,2023-09-04 15:43:32,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.41,L,27.5,Beky,0.03,4.31,Kelsey,0.22,4.35,Ellie,error,4.16,Volis,0.19,4.16,2023-09-04 15:43:32,Blšany,5,cz
2.0,AgiFly one,The Rebels Rock and Roll,17.81,L,27.5,Jamie,0.11,4.81,Lara,0,4.65,Marwie,0.14,4.02,Atý,0.15,3.93,2023-09-04 15:44:41,Blšany,4,cz
2.0,The Rebels Rock and Roll,AgiFly one,17.45,W,27.5,Beky,0.11,4.27,Kelsey,0.16,4.36,Ellie,0.18,4.18,Volis,0,4.19,2023-09-04 15:44:41,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,15.58,L,30.0,Iyrai,0.07,3.8,Trippy,0,3.85,Winky,0,3.81,Lili,0.12,3.94,2023-09-04 15:49:40,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.32,W,22.5,Zack,0.13,3.88,Toko,0,3.67,Dara,0.22,3.57,Arthur,0.17,3.68,2023-09-04 15:49:40,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,16.54,W,30.0,Iyrai,0.08,3.83,Trippy,0.26,3.81,Winky,0.29,3.86,Lili,0.44,3.98,2023-09-04 15:51:03,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.54,L,22.5,Zack,0.21,3.99,Toko,-0.15,3.75,Dara,0.34,3.56,Arthur,0.16,3.69,2023-09-04 15:51:03,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,16.01,L,30.0,Iyrai,0.09,3.88,Trippy,0.12,3.8,Winky,Ok,3.95,Lili,0.18,4,2023-09-04 15:52:28,Blšany,4,cz
1.0,Flyvaryors New Wave,DumbleDogs S,15.44,W,22.5,Zack,0.1,3.88,Toko,0.14,3.74,Dara,0.19,3.56,Arthur,0.13,3.71,2023-09-04 15:52:28,Blšany,5,cz
1.0,DumbleDogs S,Flyvaryors New Wave,15.77,L,30.0,Iyrai,0.06,3.77,Trippy,error,3.97,Winky,Ok,3.89,Lili,0.17,3.91,2023-09-04 15:53:52,Blšany,4,cz
